ROW,ID,TEXT,CODE,PKEY,SORT,PLT
372,CQ29A,> 100M,N_100M,5875,5,456
373,CQ29A,Unknown,UNKNOWN,5876,6,456
374,CQ29A,,N_A,5877,7,456
375,CQ29B,<1K,N_1K,5887,1,457
376,CQ29B,1K - 100K,N_1K_100K,5888,2,457
377,CQ29B,100K -1M,N_100K_1M,5889,3,457
378,CQ29B,1M - 100M,N_1M_100M,5890,4,457
379,CQ29B,> 100M,N_100M,5891,5,457
380,CQ29B,Unknown,UNKNOWN,5892,6,457
381,CQ29B,,N_A,5893,7,457
382,CQ29C,<1K,N_1K,5903,1,458
383,CQ29C,1K - 100K,N_1K_100K,5904,2,458
384,CQ29C,100K -1M,N_100K_1M,5905,3,458
385,CQ29C,1M - 100M,N_1M_100M,5906,4,458
386,CQ29C,> 100M,N_100M,5907,5,458
387,CQ29C,Unknown,UNKNOWN,5908,6,458
388,CQ29C,,N_A,5909,7,458
389,CQ29D,<1K,N_1K,5919,1,459
390,CQ29D,1K - 100K,N_1K_100K,5920,2,459
391,CQ29D,100K -1M,N_100K_1M,5921,3,459
392,CQ29D,1M - 100M,N_1M_100M,5922,4,459
393,CQ29D,> 100M,N_100M,5923,5,459
394,CQ29D,Unknown,UNKNOWN,5924,6,459
395,CQ29D,,N_A,5925,7,459
396,CQ29E,<1K,N_1K,5935,1,460
397,CQ29E,1K - 100K,N_1K_100K,5936,2,460
398,CQ29E,100K -1M,N_100K_1M,5937,3,460
399,CQ29E,1M - 100M,N_1M_100M,5938,4,460
400,CQ29E,> 100M,N_100M,5939,5,460
401,CQ29E,Unknown,UNKNOWN,5940,6,460
402,CQ29E,,N_A,5941,7,460
403,CQ29F,<1K,N_1K,5951,1,461
404,CQ29F,1K - 100K,N_1K_100K,5952,2,461
405,CQ29F,100K -1M,N_100K_1M,5953,3,461
406,CQ29F,1M - 100M,N_1M_100M,5954,4,461
407,CQ29F,> 100M,N_100M,5955,5,461
408,CQ29F,Unknown,UNKNOWN,5956,6,461
409,CQ29F,,N_A,5957,7,461
410,CQ29G,<1K,N_1K,5967,1,462
411,CQ29G,1K - 100K,N_1K_100K,5968,2,462
412,CQ29G,100K -1M,N_100K_1M,5969,3,462
413,CQ29G,1M - 100M,N_1M_100M,5970,4,462
414,CQ29G,> 100M,N_100M,5971,5,462
415,CQ29G,Unknown,UNKNOWN,5972,6,462
416,CQ29G,,N_A,5973,7,462
417,CQ29H,<1K,N_1K,5983,1,463
418,CQ29H,1K - 100K,N_1K_100K,5984,2,463
419,CQ29H,100K -1M,N_100K_1M,5985,3,463
420,CQ29H,1M - 100M,N_1M_100M,5986,4,463
421,CQ29H,> 100M,N_100M,5987,5,463
422,CQ29H,Unknown,UNKNOWN,5988,6,463
423,CQ29H,,N_A,5989,7,463
424,CQ29I,<1K,N_1K,5999,1,464
425,CQ29I,1K - 100K,N_1K_100K,6000,2,464
426,CQ29I,100K -1M,N_100K_1M,6001,3,464
427,CQ29I,1M - 100M,N_1M_100M,6002,4,464
428,CQ29I,> 100M,N_100M,6003,5,464
429,CQ29I,Unknown,UNKNOWN,6004,6,464
430,CQ29I,,N_A,6005,7,464
431,CQ29J,<1K,N_1K,6015,1,465
432,CQ29J,1K - 100K,N_1K_100K,6016,2,465
433,CQ29J,100K -1M,N_100K_1M,6017,3,465
434,CQ29J,1M - 100M,N_1M_100M,6018,4,465
435,CQ29J,> 100M,N_100M,6019,5,465
436,CQ29J,Unknown,UNKNOWN,6020,6,465
437,CQ29J,,N_A,6021,7,465
438,CQ29K,<1K,N_1K,6031,1,466
439,CQ29K,1K - 100K,N_1K_100K,6032,2,466
440,CQ29K,100K -1M,N_100K_1M,6033,3,466
441,CQ29K,1M - 100M,N_1M_100M,6034,4,466
442,CQ29K,> 100M,N_100M,6035,5,466
443,CQ29K,Unknown,UNKNOWN,6036,6,466
444,CQ29K,,N_A,6037,7,466
445,CQ29I, Free Text,N_1_FREE_TEXT,6047,1,467
446,CQ30,1-10,N_1_10,6057,1,468
447,CQ30,11-25,N_11_25,6058,2,468
448,CQ30,26-50,N_26_50,6059,3,468
449,CQ30,51-200,N_51_200,6060,4,468
450,CQ30, 201+,N_201,6061,5,468
451,CQ31, Free text,N_1_FREE_TEXT,6071,1,469
452,CQ31A, Free text,N_1_FREE_TEXT,6081,1,470
453,CQ31A, Free text,N_1_FREE_TEXT,6082,2,470
454,CQ31C, Yes,N_1_YE,6092,1,471
455,CQ31C, No,N_2_NO,6093,2,471
456,CQ31C, Unknown,N_3_UNKNOWN,6094,3,471
457,CQ31D, Yes,N_1_YE,6104,1,472
458,CQ31D, No,N_2_NO,6105,2,472
459,CQ31D, Unknown,N_3_UNKNOWN,6106,3,472
460,CQ31E, Yes,N_1_YE,6116,1,473
461,CQ31E, No,N_2_NO,6117,2,473
462,CQ31E, Unknown,N_3_UNKNOWN,6118,3,473
463,CQ31F, Yes,N_1_YE,6128,1,474
464,CQ31F, No,N_2_NO,6129,2,474
465,CQ31F, Unknown,N_3_UNKNOWN,6130,3,474
466,CQ31G, Transmit,N_1_TRANSMIT,6140,1,475
467,CQ31G, Receive,N_2_RECEIV,6141,2,475
468,CQ31G, Both,N_3_BOTH,6142,3,475
469,CQ32, Free Text,N_1_FREE_TEXT,6152,1,476
470,CQ32A, Free Text,N_1_FREE_TEXT,6162,1,477
471,CQ32B, Free Text,N_1_FREE_TEXT,6172,1,478
472,CQ32C, Private/Commercial,N_1_PRIVATE_COM,6182,1,479
473,CQ32C, NGO,N_2_NGO,6183,2,479
474,CQ32C, FFRDC,N_3_FFRDC,6184,3,479
475,CQ32C, SLTT,N_4_SLTT,6185,4,479
476,CQ32C, Other,N_5_OTHER,6186,5,479
477,CQ32D, Yes,N_1_YE,6196,1,480
478,CQ32D, No,N_2_NO,6197,2,480
479,CQ32D, Unknown,N_3_UNKNOWN,6198,3,480
480,CQ32E, Yes,N_1_YE,6208,1,481
481,CQ32E, No,N_2_NO,6209,2,481
482,CQ32E, Unknown,N_3_UNKNOWN,6210,3,481
483,CQ32F, Yes,N_1_YE,6220,1,482
484,CQ32F, No,N_2_NO,6221,2,482
485,CQ32F, Unknown,N_3_UNKNOWN,6222,3,482
486,CQ32G, Transmit,N_1_TRANSMIT,6232,1,483
487,CQ32G, Receive,N_2_RECEIV,6233,2,483
488,CQ32G, Both,N_3_BOTH,6234,3,483
